strate_CP;sexe;IPS_CP;strate_CE1;CPFCOMO_Debut;CPFCOPH_Debut;CPFCOTE_Debut;CPFPHPH_Debut;CPFPHSY_Debut;CPFRLGP_Debut;CPFRLLE_Debut;CPFRLSI_Debut;CPFRLSY_Debut;CPMETNOCOEN_Debut;CPMETNOCORN_Debut;CPMETNOPR_Debut;CPMUTNOCA_Debut;CPMUTNOGN_Debut;CPMUTNOLN_Debut;CPFCOPH_Mi;CPFLILVMO_Mi;CPFLILVMOINV_Mi;CPFLILVTE_Mi;CPFLOE_Mi;CPFLOR_Mi;CPFPHPH_Mi;CPFRLGP_Mi;CPMNOCACOGN_Mi;CPMNOCACOLN_Mi;CPMNOCANECLAD_Mi;CPMNOCANECLSO_Mi;CPMNOCANOEN_Mi;CPMNOCARP_Mi;CE1COMO;CE1COPH;CE1FLOE;CE1FLOR;CE1LICP;CE1LICTEN;CE1LILVMO;CE1LILVTE;CE1MEGAS;CE1MNOCACOLN;CE1MNOCANECLAD;CE1MNOCANECLSO;CE1MNOCANECM;CE1MNOCANOEN;CE1MNOCANORC;CE1MNOCANORP;CE1MNOCARP;IPS_CE1;birthday;CodeEleve;CodeEtablissementCP;CodeEtablissementCE1;CodeClasseCP;CodeClasseCE1
Public Hors REP;Fille;91.1;Public Hors EP;13;14;16;4;14;10;7;4;22;11;10;2;8;16;6;14;19;17;18;9;8;7;10;37;10;7;6;10;5;15;14;8;8;6;6;33;24;8;12.5;4;1;10;8;5;13;4;92.7;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;128.6;Public Hors EP;10;12;16;13;13;9;4;4;14;11;10;6;8;18;5.5;14;56.25;40;54.375;9;8;12;10;40;8;7;0;10;4;14;14;12;11;10;4;55;70;6;13;6;8;10;10;10;15;6;128.7;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;124.8;Prive;15;14;18;15;15;10;7;4;16;11;10;6;8;31;4.5;14;29;27;40.4651162790698;10;8;12;10;40;5.5;7;7;9;5;15;15;10;12;9;6;45;54;8;6;7;6;9;10;10;13;6;125.9;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;116.3;Public Hors EP;13;11;13;4;9;6;5;4;21;8;7;6;8;31;0;13;15;14;20;4;8;10;10;40;9;6;6;10;4;14;15;10;11;8;8;47;40;7;13;7;3;9;10;10;9;6;115.1;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;66.5;REP;12;13;10;3;11;8;5;3;11;9;10;1;8;15;1;12;14;14;22;10;8;7;10;28;1;7;7;10;5;13;15;11;10;9;7;34;29;6;9.5;3;0;8;10;8;8;3;68.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;118.1;Public Hors EP;11;14;12;4;14;8;7;4;16;11;10;5;8;51;5.5;14;20;4;23;7;5;11;10;40;7;7;7;10;5;14;13;7;5;7;6;30;29;8;8;4;6;9;10;10;9;4;118.9;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;128.5;Public Hors EP;14;11;16;12;14;9;6;4;20;11;10;6;8;22;3;14;52.5;37.6744186046512;56;8;5;10;10;40;5;7;6;10;4;14;15;10;11;10;7;48;74;7;5.5;4;1;8;10;10;10;6;124.1;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;REP;10;14;11;12;12;10;5;4;12;11;10;2;7;17;2.5;13;37.5;34.1176470588235;39.0697674418605;8;5;11;10;39;2;5;0;10;3;11;13;11;10;8;5;49;42;3;7;6;2;9;10;10;4;3;87.3;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;124.2;Public Hors EP;10;11;13;12;14;10;5;4;20;11;10;4;8;52;2;11;17;13;17;7;6;10;10;40;7;6;2;10;2;9;11;9;2;6;7;37;28;2;2;4;2;7;10;10;9;2;125.8;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;96.3;Public Hors EP;12;13;16;11;10;9;7;4;23;11;10;5;8;60;3;13;30;28;18;9;5;11;10;40;2;;7;;3;13;13;8;10;7;6;30;20;6;10;7;2;10;10;9;15;6;86.5;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;99.9;Public Hors EP;14;13;11;4;11;1;2;3;3;11;10;3;8;21;3.5;14;;8;13;;3;4;;25;1;4;0;10;4;13;12;7;8;9;8;57;60;5;5;3;3;6;9;9;8;5;99.3;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;128.7;Prive;12;14;14;11;15;10;5;4;22;11;10;4;8;59;5.5;14;45.8823529411765;0;39;10;8;8;8;40;6.5;6;1;10;3;15;15;12;10;10;8;70.5882352941177;86;6;6.5;4;4;4;10;10;11;4;126.4;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;106.1;Public Hors EP;12;14;16;7;9;7;6;4;15;11;10;5;7;17;5.5;14;16;13;27;8;6;8;10;38;6;6;3;10;1;13;14;10;9;9;6;24;21;6;4;5;1;3;9;9;2;3;92.7;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;142.6;Prive;12;14;15;5;5;3;4;0;22;7;10;4;7;0;0.5;13;20;20;14;7;5;9;5;40;5;1;0;3;3;14;15;10;10;7;7;44;42;3;2.5;1;0;6;7;5;5;3;139.4;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;136;Prive;13;12;16;14;13;9;4;3;16;11;10;5;8;31;4;14;26;23;34.8;9;7;12;10;40;8;6;7;10;4;15;15;10;5;9;7;49;75;7;9;7;7;10;9;10;8;5;136;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;104.5;Public Hors EP;13;14;13;13;14;6;6;3;23;11;10;6;8;30;4;;19;16;;10;8;12;10;39;4;5;6;10;2;13;14;8;11;8;6;65.4545454545455;74;5;12.5;3;5;10;6;8;14;2;104.7;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;109.1;Public Hors EP;15;14;18;10;15;10;7;4;24;11;10;6;8;43;5;14;64.2857142857143;56.25;87;10;8;12;10;38;9;7;7;10;5;15;15;11;12;8;8;92.3076923076923;144.285714285711;6;12;6;7;10;9;10;13;6;111;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;72.8;Public Hors EP;2;7;5;5;6;7;5;1;0;11;10;2;8;7;1;6;17;16;15;5;6;6;10;10;3;4;1;9;4;9;12;11;12;9;6;51;36;2;4;1;1;8;10;9;4;2;74.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;87.5;Public Hors EP;10;13;14;5;7;5;2;2;24;11;10;2;8;9;1.5;9;17;18;18;7;6;5;10;31;5;5;2;10;3;12;15;11;12;10;6;47;55;7;5.5;6;6;10;9;10;8;4;86.6;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;105.8;Public Hors EP;13;10;11;8;7;1;0;1;15;9;10;4;8;1;1;12;22;23;23;7;4;12;7;37;4.5;6;1;5;2;14;14;10;2;4;6;39;41;6;3.5;3;0;6;6;5;10;4;107.8;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;89.5;Public Hors EP;13;12;17;7;11;8;4;4;12;11;10;5;8;22;4;14;11;14;4;10;5;11;10;35;7;7;3;6;4;15;15;9;6;7;7;44;37;6;6;3;3;4;4;8;14;6;91.5;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;77.2;REP+;9;11;9;15;15;10;7;3;21;11;10;5;8;31;6;11;66.6666666666667;48.6486486486487;87;9;8;12;10;40;8;7;7;10;3;12;13;10;12;9;7;81.8181818181818;99;4;5.5;7;8;10;8;10;14;6;79;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;140;Public Hors EP;15;14;18;14;13;10;7;4;18;11;10;6;8;33;6;14;64.2857142857143;34.6666666666667;116;10;8;12;10;40;8;7;7;10;5;15;15;12;11;9;8;72.7659574468085;89;4;13.5;7;7;10;10;10;16;6;138.7;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;72.7;REP;13;;6;;10;;;4;8;11;10;4;5;25;1;13;44.5714285714286;29.4117647058824;62.2222222222222;10;8;11;10;31;8;7;6;10;4;13;15;11;12;9;8;100;111.272727272728;6;10.5;3;4;10;10;9;16;6;73.8;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;102.7;Public Hors EP;12;12;13;13;12;10;7;4;15;11;10;3;7;26;3;11;28.8888888888889;30;34.1176470588235;10;8;11;10;40;5;7;6;10;3;14;10;11;5;7;3;47;40;7;6.5;2;0;8;10;8;5;5;100.7;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;92.7;Public Hors EP;15;12;18;15;13;10;7;4;23;11;10;5;7;60;5;12;64.2857142857143;51.4285714285714;145;10;8;12;9;40;8;7;7;10;4;15;15;12;12;9;6;94.7368421052632;139.090909090913;5;14.5;7;7;9;10;10;15;6;91.6;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;115.1;REP;11;5;7;6;6;4;2;0;14;3;8;4;6;6;1;10;4;3;4;2;0;2;7;9;0;2;0;5;2;9;11;0;0;2;4;15;1;3;0.5;2;1;7;2;3;2;0;117;2011-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;109.8;Prive;12;12;13;12;12;6;5;4;24;11;10;4;7;33;3;12;66.6666666666667;27;69.6;10;7;10;10;40;8;6;7;10;5;14;13;10;12;9;6;75;83;5;8.5;7;0;5;10;10;6;4;115.2;2013-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;128;Prive;15;14;13;12;15;10;6;4;21;11;10;6;8;28;5;14;43.5;41.8604651162791;72.5;9;7;12;10;39;6;5;7;10;5;15;15;12;11;9;7;;60;0;;7;8;8;6;10;13;4;126.9;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;81.6;Public Hors EP;8;13;12;6;5;5;4;3;23;11;9;3;8;15;2.5;12;12;13;7;;5;5;;;0;7;;9;1;11;10;9;3;1;0;15;3;3;0;2;1;4;4;2;5;0;77.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;96.9;Public Hors EP;13;12;14;4;12;5;4;4;7;11;10;5;8;6;1.5;14;12;11;9;7;3;10;10;3;5.5;5;1;9;1;14;15;9;9;9;8;19;16;6;7;0;0;7;7;9;9;3;98.5;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;13;14;17;9;12;8;5;4;7;11;10;5;8;10;6;14;18;14;22;8;4;9;10;40;6;7;4;10;4;15;15;10;11;5;7;21;11;8;6.5;6;4;8;9;8;8;5;95.1;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;87.7;Public Hors EP;15;13;17;13;14;5;6;4;23;11;10;3;8;28;3.5;12;28.8;20;25.7142857142857;5;7;11;8;38;3.5;7;7;8;4;13;11;9;6;8;7;38;47;3;2.5;6;4;8;10;10;3;3;91.1;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;129.3;Public Hors EP;14;14;14;8;13;10;7;4;18;11;9;5;7;22;4.5;14;28;25;30.5263157894737;10;8;10;10;39;7;5;7;10;5;15;15;10;12;8;7;49;58;6;3.5;7;6;10;10;10;11;6;131.7;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Fille;80.3;REP+;10;14;12;4;8;9;4;4;15;11;10;4;8;4;1;10;10;5;8;8;1;3;3;40;2;6;7;10;3;11;13;9;7;6;1;23;14;6;9;;;10;9;;;0;78.4;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;101.4;Public Hors EP;8;11;12;8;11;7;3;4;17;11;10;4;8;16;1.5;13;22;21;25;9;7;10;10;40;4;6;7;10;5;13;11;12;11;9;4;48;49;7;3.5;3;7;9;6;6;14;2;98.8;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;82.9;Public Hors EP;8;13;14;8;13;8;5;4;17;11;10;2;8;9;1;11;14;17;22;9;7;12;10;40;4;7;6;9;5;14;13;10;6;7;5;23;15;6;4;3;3;6;6;5;8;3;83;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.6;Public Hors EP;15;12;13;4;15;8;4;4;9;11;10;3;8;38;3;14;30;25;28.9655172413793;9;8;10;9;40;6;7;6;10;3;13;13;10;10;9;6;38;32;5;4;6;6;9;9;9;9;5;98.2;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;15;14;17;14;15;10;7;4;13;11;10;6;5;31;6;13;28.9285714285714;24;25;10;7;12;10;40;9;7;7;10;5;14;13;9;11;10;8;40;54;4;7.5;7;3;10;10;10;16;6;;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;114.7;Public Hors EP;11;13;13;7;12;3;5;3;14;11;10;3;8;17;0;14;16;13;17;6;4;8;9;21;0;4;0;10;2;15;15;10;9;6;8;38;43;7;7;1;2;10;10;10;15;1;118.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.3;Public Hors EP;15;14;16;12;12;7;5;4;12;7;10;3;6;52;1;13;20;22;25;10;5;8;9;39;3;7;5;8;5;15;14;12;4;5;7;73.6363636363636;29;5;6;4;3;9;8;10;8;4;99;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;121.1;Public Hors EP;11;11;15;9;14;9;4;2;18;11;10;6;8;29;4.5;14;18;19;21;8;6;12;10;40;5;7;2;10;5;13;15;12;8;9;7;46;43;7;10;7;6;9;9;10;16;4;122.2;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;114.8;Public Hors EP;12;14;11;6;7;3;7;4;23;10;9;6;8;42;3.5;;19;16;25;;;;;26;1;;7;;3;15;15;11;11;8;7;57;77;7;7.5;7;5;10;9;10;10;5;115.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;95.3;Public Hors EP;14;12;15;8;10;4;6;3;5;11;10;3;8;8;4;11;8;7;7;7;1;10;9;32;3;6;6;5;2;14;13;7;8;8;6;33;30;7;1.5;1;2;10;2;3;6;4;96.5;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;76.4;REP;11;13;12;5;12;8;4;4;15;8;10;4;8;15;6;;19;18;10;9;7;6;10;40;5;6;7;10;3;15;13;9;11;9;8;57;89;5;8;3;5;9;8;10;4;5;72.5;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;125;Public Hors EP;10;7;10;7;5;7;5;4;11;11;10;0;6;11;3;13;17;17;17;8;7;12;10;28;2;1;5;9;4;14;9;11;7;5;5;30;26;3;1;4;3;7;9;9;7;5;129.2;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;132.7;Public Hors EP;12;13;16;11;11;10;7;3;22;11;10;6;8;26;3;10;32.1428571428571;31.5789473684211;37.8260869565217;9;6;7;10;40;5;6;5;10;5;14;13;11;8;7;7;53;69;4;3;6;0;10;10;7;8;5;130.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;91.7;Public Hors EP;11;13;15;14;13;10;7;4;22;10;10;0;8;15;0;13;27;21;24;10;8;12;10;40;5;7;2;10;2;14;15;12;12;9;8;40;50;4;4;0;0;10;10;10;10;1;92.3;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;113.2;Public Hors EP;13;14;14;9;12;8;5;4;5;11;8;3;8;12;5.5;12;25;16;30;5;6;8;8;40;4.5;2;5;10;2;15;15;12;12;10;8;50;39;5;6;5;5;10;10;10;11;5;111;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;101.1;Public Hors EP;14;14;15;4;12;5;5;1;9;11;10;2;8;21;6;14;15;13;19;8;6;9;8;39;7;4;7;9;4;15;14;12;11;10;8;53;38;7;11;4;3;9;10;10;8;3;101.2;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;130.7;Public Hors EP;11;8;8;4;7;5;2;3;6;10;6;4;8;14;2.5;14;23;19;25.8620689655172;7;6;10;9;33;2;6;6;10;5;11;14;12;7;5;2;37;37;5;3;3;3;10;10;10;7;4;129.6;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;97.2;Public Hors EP;13;13;17;5;12;3;5;4;15;11;8;4;8;37;6;13;13;13;15;8;7;9;8;40;6;5;0;10;3;14;15;9;10;7;7;33;31;6;8;1;0;8;10;8;8;5;98.7;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;94.8;Public Hors EP;12;12;12;2;5;0;1;3;4;11;8;5;0;18;4;12;9;2;5;3;1;3;8;39;2;6;7;9;3;15;14;2;1;6;4;20;11;6;12;6;8;9;10;7;16;5;91.7;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;113.2;Public Hors EP;15;14;17;7;10;6;4;3;16;9;10;6;8;22;3;14;8;7;8;5;6;9;10;38;5.5;7;5;6;3;13;15;6;5;7;7;23;18;3;5;3;2;7;6;9;7;4;110.5;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;119.4;Prive;13;13;15;9;14;8;6;4;11;11;10;3;8;60;6;14;20;17;41.4285714285714;8;8;12;9;40;5;7;7;10;5;15;15;12;11;8;8;41;33;6;10.5;7;6;10;10;10;16;6;117.5;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;82;REP;;14;8;14;;9;5;;;11;10;6;6;25;5;14;7;8;9;8;6;11;8;40;7;7;5;9;4;15;15;10;10;4;6;26;31;5;10;2;2;6;8;8;9;4;82.9;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;102.8;Prive;14;12;12;4;10;8;5;4;17;10;10;6;8;53;1;14;15;13;8;8;7;6;10;40;7;6;5;9;5;15;13;8;8;6;6;36;31;5;11.5;6;8;9;7;7;15;5;105.4;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;103.5;Prive;13;12;14;14;14;9;4;4;5;11;10;1;8;7;2.5;13;19;25;20;7;5;8;10;38;3;7;4;10;2;11;12;9;10;0;5;42;42;5;2;1;0;0;8;7;7;0;103.1;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;69.2;REP+;9;14;16;10;14;9;6;4;24;11;10;4;8;16;5.5;14;78.2608695652174;60;60;10;7;12;10;40;3;7;7;10;4;12;14;12;11;9;5;105.882352941176;81;6;8.5;5;6;10;10;9;7;5;72.1;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;117.1;Prive;11;14;13;11;12;10;5;4;7;9;10;4;8;36;3;14;20;13;18;10;8;12;10;40;4.5;6;7;10;5;12;15;9;8;9;7;49;51;8;8;5;5;6;8;10;15;4;117.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;113;Prive;13;14;18;12;14;10;7;4;23;11;10;6;8;19;4;13;52.9411764705882;37.5;58;7;8;12;10;40;7;6;7;10;5;14;15;11;11;10;8;61.0169491525424;71;8;9;7;8;10;10;10;14;6;113.3;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;112.8;Public Hors EP;12;13;18;15;15;8;7;4;18;11;10;4;5;45;4.5;14;26;19;42.4390243902439;9;8;10;10;40;6.5;7;7;10;5;15;15;11;11;10;7;38;64;4;8;6;6;9;10;10;12;6;109;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;108.1;Public Hors EP;14;12;15;8;11;5;6;4;11;11;10;2;8;21;1;11;18;18;20;5;4;6;9;40;7;4;7;10;5;13;12;5;1;7;5;21;8;6;8;7;8;8;7;7;11;5;104.9;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;99.2;REP;10;14;10;7;13;5;3;3;3;11;10;4;8;26;3.5;10;14;17;20;7;6;9;10;40;2.5;6;7;9;4;14;15;8;7;8;8;31;19;6;7.5;1;3;9;7;10;8;2;98.4;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;82.9;Public Hors EP;14;14;18;15;12;10;7;4;14;11;10;5;6;23;4.5;14;45;40;116;10;8;12;10;34;9;6;7;10;4;15;15;12;11;10;8;90;128.936170212771;7;11.5;7;5;10;10;10;16;4;83.1;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;93.8;Public Hors EP;10;10;7;7;5;10;5;4;11;;10;;8;7;;10;51.4285714285714;41.8604651162791;36;10;7;7;10;12;5;4;0;10;2;12;15;12;11;7;4;51;53;4;3.5;0;0;6;10;10;1;3;94.2;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;123;Public Hors EP;12;13;11;3;11;5;5;3;6;11;8;1;7;8;3.5;12;14;15;9;7;4;10;10;40;3;5;1;10;4;12;15;9;9;7;7;33;30;5;1;4;2;6;10;9;7;4;119.4;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;127.6;Public Hors EP;13;14;9;4;9;5;2;4;20;8;10;4;8;21;0;12;46.2857142857143;39.0697674418605;49.0909090909091;10;;5;10;40;10;7;7;10;4;14;15;12;10;9;6;54;74;6;14.5;7;7;10;10;10;16;5;122.2;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;15;14;17;15;14;10;7;4;10;11;10;6;8;20;2;14;21;20;36.25;10;8;12;10;40;8;7;7;10;5;15;15;10;11;10;8;56;83;7;13.5;7;6;10;10;10;10;6;;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;85.6;Public Hors EP;10;13;16;4;11;8;5;2;24;10;10;4;8;59;5;11;10;7;9;5;1;9;10;40;4;5;5;9;5;14;13;5;7;9;6;17;18;6;5.5;6;0;10;8;9;14;5;87.8;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;130.2;Public Hors EP;14;13;15;7;15;8;7;4;22;7;10;6;8;27;2.5;13;41.8604651162791;28;38.6666666666667;9;8;11;9;39;5;7;7;10;4;14;15;12;12;10;8;45;100;7;6.5;4;3;10;10;10;16;6;129.5;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
